player_id,player_name,runs_scored,wickets,runs_conceded,catches,stumpings,match_date,match_id,Opposition,Venue,City
4,Virat Kohli,54,-,-,0,0,27-Aug-08,27,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,3,0,7,0,0,29-Aug-08,28,Sri_Lanka,Colombo (RPS),Sri Lanka
4,Virat Kohli,31,-,-,0,0,29-Aug-08,28,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,11*,-,-,0,0,14-Nov-08,29,England,Rajkot,India
1,Rohit Sharma,3,-,-,0,0,17-Nov-08,30,England,Indore,India
1,Rohit Sharma,28,-,-,0,0,20-Nov-08,31,England,Kanpur,India
1,Rohit Sharma,8*,-,-,0,0,26-Nov-08,32,England,Cuttack,India
1,Rohit Sharma,25*,0,22,1,0,28-Jan-09,33,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,4*,-,-,2,0,05-Feb-09,34,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,15,0,13,1,0,08-Feb-09,35,Sri_Lanka,Colombo (RPS),Sri Lanka
7,Ravindra Jadeja,60*,0,40,0,0,08-Feb-09,35,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,DNB,-,-,1,0,11-Mar-09,36,New_Zealand,Hamilton,Bermuda
1,Rohit Sharma,43*,-,-,0,0,14-Mar-09,37,New_Zealand,Auckland,New Zealand
1,Rohit Sharma,4,-,-,2,0,26-Jun-09,38,West_Indies,Kingston,Jamaica
7,Ravindra Jadeja,0,0,34,1,0,26-Jun-09,38,West_Indies,Kingston,Jamaica
1,Rohit Sharma,0,2,27,0,0,28-Jun-09,39,West_Indies,Kingston,Jamaica
7,Ravindra Jadeja,7,0,12,0,0,28-Jun-09,39,West_Indies,Kingston,Jamaica
1,Rohit Sharma,11,0,7,0,0,03-Jul-09,40,West_Indies,Gros Islet,Saint Lucia
1,Rohit Sharma,TDNB,-,-,0,0,05-Jul-09,41,West_Indies,Gros Islet,Saint Lucia
1,Rohit Sharma,48,0,28,0,0,27-Feb-10,42,Sount_Africa,Ahmedabad,India
4,Virat Kohli,57,0,11,0,0,27-Feb-10,42,Sount_Africa,Ahmedabad,India
7,Ravindra Jadeja,36,1,53,1,0,27-Feb-10,42,Sount_Africa,Ahmedabad,India
1,Rohit Sharma,114,0,5,0,0,28-May-10,43,Zimbabwe,Bulawayo,Zimbabwe
4,Virat Kohli,0,-,-,0,0,28-May-10,43,Zimbabwe,Bulawayo,Zimbabwe
7,Ravindra Jadeja,61*,1,51,0,0,28-May-10,43,Zimbabwe,Bulawayo,Zimbabwe
1,Rohit Sharma,101*,-,-,0,0,30-May-10,44,Sri_Lanka,Bulawayo,Zimbabwe
4,Virat Kohli,82,-,-,0,0,30-May-10,44,Sri_Lanka,Bulawayo,Zimbabwe
7,Ravindra Jadeja,DNB,2,49,0,0,30-May-10,44,Sri_Lanka,Bulawayo,Zimbabwe
1,Rohit Sharma,13,-,-,0,0,03-Jun-10,45,Zimbabwe,Harare,Zimbabwe
4,Virat Kohli,18,-,-,1,0,03-Jun-10,45,Zimbabwe,Harare,Zimbabwe
7,Ravindra Jadeja,51,2,27,0,0,03-Jun-10,45,Zimbabwe,Harare,Zimbabwe
1,Rohit Sharma,32,-,-,0,0,05-Jun-10,46,Sri_Lanka,Harare,Zimbabwe
4,Virat Kohli,68,-,-,1,0,05-Jun-10,46,Sri_Lanka,Harare,Zimbabwe
7,Ravindra Jadeja,19,0,54,0,0,05-Jun-10,46,Sri_Lanka,Harare,Zimbabwe
13,Ravichandran ashwin,38,2,50,0,0,05-Jun-10,46,Sri_Lanka,Harare,Zimbabwe
1,Rohit Sharma,0,1,5,0,0,16-Jun-10,47,Bangladesh,Dambulla,Sri Lanka
4,Virat Kohli,11,-,-,0,0,16-Jun-10,47,Bangladesh,Dambulla,Sri Lanka
7,Ravindra Jadeja,DNB,1,27,0,0,16-Jun-10,47,Bangladesh,Dambulla,Sri Lanka
1,Rohit Sharma,22,-,-,0,0,19-Jun-10,48,Pakistan,Dambulla,Sri Lanka
4,Virat Kohli,18,-,-,1,0,19-Jun-10,48,Pakistan,Dambulla,Sri Lanka
7,Ravindra Jadeja,6,1,43,0,0,19-Jun-10,48,Pakistan,Dambulla,Sri Lanka
1,Rohit Sharma,69,0,9,0,0,22-Jun-10,49,Sri_Lanka,Dambulla,Sri Lanka
4,Virat Kohli,10,-,-,0,0,22-Jun-10,49,Sri_Lanka,Dambulla,Sri Lanka
7,Ravindra Jadeja,0,0,29,1,0,22-Jun-10,49,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,41,-,-,0,0,24-Jun-10,50,Sri_Lanka,Dambulla,Sri Lanka
4,Virat Kohli,28,0,16,0,0,24-Jun-10,50,Sri_Lanka,Dambulla,Sri Lanka
7,Ravindra Jadeja,25*,2,29,1,0,24-Jun-10,50,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,4,-,-,0,0,10-Aug-10,51,New_Zealand,Dambulla,Sri Lanka
7,Ravindra Jadeja,20,0,63,0,0,10-Aug-10,51,New_Zealand,Dambulla,Sri Lanka
1,Rohit Sharma,0,-,-,1,0,16-Aug-10,52,Sri_Lanka,Dambulla,Sri Lanka
4,Virat Kohli,0,-,-,0,0,16-Aug-10,52,Sri_Lanka,Dambulla,Sri Lanka
7,Ravindra Jadeja,DNB,2,34,1,0,16-Aug-10,52,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,11,-,-,0,0,22-Aug-10,53,Sri_Lanka,Dambulla,Sri Lanka
7,Ravindra Jadeja,0,-,-,1,0,22-Aug-10,53,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,5,-,-,2,0,28-Aug-10,54,Sri_Lanka,Dambulla,Sri Lanka
4,Virat Kohli,37,-,-,0,0,28-Aug-10,54,Sri_Lanka,Dambulla,Sri Lanka
1,Rohit Sharma,44,0,19,1,0,07-Dec-10,55,New_Zealand,Bengaluru,India
4,Virat Kohli,0,-,-,0,0,07-Dec-10,55,New_Zealand,Bengaluru,India
13,Ravichandran ashwin,DNB,2,66,0,0,07-Dec-10,55,New_Zealand,Bengaluru,India
1,Rohit Sharma,DNB,-,-,1,0,10-Dec-10,56,New_Zealand,Chennai,India
4,Virat Kohli,2,-,-,0,0,10-Dec-10,56,New_Zealand,Chennai,India
13,Ravichandran ashwin,DNB,3,24,0,0,10-Dec-10,56,New_Zealand,Chennai,India
1,Rohit Sharma,11,2,30,1,0,12-Jan-11,57,Sount_Africa,Durban,South Africa
4,Virat Kohli,54,-,-,0,0,12-Jan-11,57,Sount_Africa,Durban,South Africa
1,Rohit Sharma,9,1,12,0,0,15-Jan-11,58,Sount_Africa,Johannesburg,South Africa
4,Virat Kohli,22,-,-,0,0,15-Jan-11,58,Sount_Africa,Johannesburg,South Africa
1,Rohit Sharma,23,0,5,0,0,18-Jan-11,59,Sount_Africa,Cape Town,South Africa
4,Virat Kohli,28,-,-,3,0,18-Jan-11,59,Sount_Africa,Cape Town,South Africa
1,Rohit Sharma,1,0,6,0,0,21-Jan-11,60,Sount_Africa,Gqeberha,South Africa
4,Virat Kohli,87*,-,-,1,0,21-Jan-11,60,Sount_Africa,Gqeberha,South Africa
1,Rohit Sharma,5,0,14,0,0,23-Jan-11,61,Sount_Africa,Centurion,South Africa
4,Virat Kohli,2,-,-,0,0,23-Jan-11,61,Sount_Africa,Centurion,South Africa
1,Rohit Sharma,68*,-,-,1,0,06-Jun-11,62,West_Indies,Port of Spain,Trinidad and Tobago
4,Virat Kohli,2,0,16,1,0,06-Jun-11,62,West_Indies,Port of Spain,Trinidad and Tobago
1,Rohit Sharma,7*,-,-,0,0,08-Jun-11,63,West_Indies,Port of Spain,Trinidad and Tobago
4,Virat Kohli,81,-,-,0,0,08-Jun-11,63,West_Indies,Port of Spain,Trinidad and Tobago
1,Rohit Sharma,86*,-,-,0,0,11-Jun-11,64,West_Indies,North Sound,West Indies
4,Virat Kohli,0,0,7,1,0,11-Jun-11,64,West_Indies,North Sound,West Indies
1,Rohit Sharma,39,-,-,0,0,13-Jun-11,65,West_Indies,North Sound,West Indies
4,Virat Kohli,22,-,-,2,0,13-Jun-11,65,West_Indies,North Sound,West Indies
13,Ravichandran ashwin,15,1,39,0,0,13-Jun-11,65,West_Indies,North Sound,West Indies
1,Rohit Sharma,57,-,-,0,0,16-Jun-11,66,West_Indies,Kingston,Jamaica
4,Virat Kohli,94,0,13,0,0,16-Jun-11,66,West_Indies,Kingston,Jamaica
13,Ravichandran ashwin,8*,0,50,0,0,16-Jun-11,66,West_Indies,Kingston,Jamaica
1,Rohit Sharma,0*,-,-,0,0,03-Sep-11,67,England,Chester-le-Street,United Kingdom
4,Virat Kohli,55,-,-,0,0,03-Sep-11,67,England,Chester-le-Street,United Kingdom
13,Ravichandran ashwin,0,-,-,0,0,03-Sep-11,67,England,Chester-le-Street,United Kingdom
1,Rohit Sharma,72,0,8,0,0,29-Nov-11,68,West_Indies,Cuttack,India
4,Virat Kohli,3,-,-,1,0,29-Nov-11,68,West_Indies,Cuttack,India
7,Ravindra Jadeja,38,1,42,0,0,29-Nov-11,68,West_Indies,Cuttack,India
13,Ravichandran ashwin,6,1,30,0,0,29-Nov-11,68,West_Indies,Cuttack,India
1,Rohit Sharma,90*,-,-,0,0,02-Dec-11,69,West_Indies,Visakhapatnam,India
4,Virat Kohli,117,-,-,0,0,02-Dec-11,69,West_Indies,Visakhapatnam,India
7,Ravindra Jadeja,9*,2,39,1,0,02-Dec-11,69,West_Indies,Visakhapatnam,India
13,Ravichandran ashwin,DNB,1,74,1,0,02-Dec-11,69,West_Indies,Visakhapatnam,India
1,Rohit Sharma,95,-,-,0,0,05-Dec-11,70,West_Indies,Ahmedabad,India
4,Virat Kohli,20,-,-,0,0,05-Dec-11,70,West_Indies,Ahmedabad,India
7,Ravindra Jadeja,11,0,37,1,0,05-Dec-11,70,West_Indies,Ahmedabad,India
13,Ravichandran ashwin,31,1,33,0,0,05-Dec-11,70,West_Indies,Ahmedabad,India
1,Rohit Sharma,27,0,39,1,0,08-Dec-11,71,West_Indies,Indore,India
4,Virat Kohli,23*,-,-,0,0,08-Dec-11,71,West_Indies,Indore,India
7,Ravindra Jadeja,10,3,34,1,0,08-Dec-11,71,West_Indies,Indore,India
13,Ravichandran ashwin,DNB,1,59,0,0,08-Dec-11,71,West_Indies,Indore,India
1,Rohit Sharma,21,-,-,0,0,11-Dec-11,72,West_Indies,Chennai,India
4,Virat Kohli,80,0,11,0,0,11-Dec-11,72,West_Indies,Chennai,India
7,Ravindra Jadeja,DNB,3,62,0,0,11-Dec-11,72,West_Indies,Chennai,India
1,Rohit Sharma,21,1,17,0,0,05-Feb-12,73,Australia,Melbourne,Australia
4,Virat Kohli,31,0,4,1,0,05-Feb-12,73,Australia,Melbourne,Australia
7,Ravindra Jadeja,19,0,41,0,0,05-Feb-12,73,Australia,Melbourne,Australia
13,Ravichandran ashwin,5,0,48,0,0,05-Feb-12,73,Australia,Melbourne,Australia
1,Rohit Sharma,10,-,-,2,0,08-Feb-12,74,Sri_Lanka,Perth,Australia
4,Virat Kohli,77,-,-,1,0,08-Feb-12,74,Sri_Lanka,Perth,Australia
7,Ravindra Jadeja,24*,1,41,0,0,08-Feb-12,74,Sri_Lanka,Perth,Australia
13,Ravichandran ashwin,30*,3,32,0,0,08-Feb-12,74,Sri_Lanka,Perth,Australia
1,Rohit Sharma,33,0,15,0,0,12-Feb-12,75,Australia,Adelaide,Australia
4,Virat Kohli,18,-,-,1,0,12-Feb-12,75,Australia,Adelaide,Australia
7,Ravindra Jadeja,12,0,50,0,0,12-Feb-12,75,Australia,Adelaide,Australia
13,Ravichandran ashwin,1*,0,47,0,0,12-Feb-12,75,Australia,Adelaide,Australia
1,Rohit Sharma,15,0,10,0,0,14-Feb-12,76,Sri_Lanka,Adelaide,Australia
4,Virat Kohli,15,-,-,1,0,14-Feb-12,76,Sri_Lanka,Adelaide,Australia
7,Ravindra Jadeja,3,0,58,0,0,14-Feb-12,76,Sri_Lanka,Adelaide,Australia
13,Ravichandran ashwin,14,2,30,0,0,14-Feb-12,76,Sri_Lanka,Adelaide,Australia
1,Rohit Sharma,0,1,17,1,0,19-Feb-12,77,Australia,Brisbane,Australia
4,Virat Kohli,12,-,-,1,0,19-Feb-12,77,Australia,Brisbane,Australia
7,Ravindra Jadeja,18,-,-,0,0,19-Feb-12,77,Australia,Brisbane,Australia
1,Rohit Sharma,DNB,0,14,0,0,13-Mar-12,78,Sri_Lanka,Mirpur,Bangladesh
4,Virat Kohli,108,-,-,2,0,13-Mar-12,78,Sri_Lanka,Mirpur,Bangladesh
7,Ravindra Jadeja,DNB,0,31,1,0,13-Mar-12,78,Sri_Lanka,Mirpur,Bangladesh
13,Ravichandran ashwin,DNB,3,39,0,0,13-Mar-12,78,Sri_Lanka,Mirpur,Bangladesh
1,Rohit Sharma,4,0,13,2,0,16-Mar-12,79,Bangladesh,Mirpur,Bangladesh
4,Virat Kohli,66,-,-,0,0,16-Mar-12,79,Bangladesh,Mirpur,Bangladesh
7,Ravindra Jadeja,4*,1,32,1,0,16-Mar-12,79,Bangladesh,Mirpur,Bangladesh
13,Ravichandran ashwin,DNB,1,56,0,0,16-Mar-12,79,Bangladesh,Mirpur,Bangladesh
1,Rohit Sharma,68,0,19,0,0,18-Mar-12,80,Pakistan,Mirpur,Bangladesh
4,Virat Kohli,183,-,-,2,0,18-Mar-12,80,Pakistan,Mirpur,Bangladesh
13,Ravichandran ashwin,DNB,1,56,0,0,18-Mar-12,80,Pakistan,Mirpur,Bangladesh
1,Rohit Sharma,5,-,-,0,0,21-Jul-12,81,Sri_Lanka,Hambantota,Sri Lanka
4,Virat Kohli,106,-,-,1,0,21-Jul-12,81,Sri_Lanka,Hambantota,Sri Lanka
13,Ravichandran ashwin,0*,2,46,0,0,21-Jul-12,81,Sri_Lanka,Hambantota,Sri Lanka
1,Rohit Sharma,0,-,-,0,0,24-Jul-12,82,Sri_Lanka,Hambantota,Sri Lanka
4,Virat Kohli,1,-,-,0,0,24-Jul-12,82,Sri_Lanka,Hambantota,Sri Lanka
13,Ravichandran ashwin,21,1,18,0,0,24-Jul-12,82,Sri_Lanka,Hambantota,Sri Lanka
1,Rohit Sharma,0,0,4,0,0,28-Jul-12,83,Sri_Lanka,Colombo (RPS),Sri Lanka
4,Virat Kohli,38,-,-,1,0,28-Jul-12,83,Sri_Lanka,Colombo (RPS),Sri Lanka
13,Ravichandran ashwin,DNB,0,50,0,0,28-Jul-12,83,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,4,0,6,0,0,31-Jul-12,84,Sri_Lanka,Colombo (RPS),Sri Lanka
4,Virat Kohli,128*,0,7,1,0,31-Jul-12,84,Sri_Lanka,Colombo (RPS),Sri Lanka
13,Ravichandran ashwin,DNB,2,46,0,0,31-Jul-12,84,Sri_Lanka,Colombo (RPS),Sri Lanka
1,Rohit Sharma,4,0,23,0,0,04-Aug-12,85,Sri_Lanka,Pallekele,Sri Lanka
4,Virat Kohli,23,0,3,1,0,04-Aug-12,85,Sri_Lanka,Pallekele,Sri Lanka
13,Ravichandran ashwin,2*,0,37,0,0,04-Aug-12,85,Sri_Lanka,Pallekele,Sri Lanka
1,Rohit Sharma,4,-,-,1,0,30-Dec-12,86,Pakistan,Chennai,India
4,Virat Kohli,0,0,21,0,0,30-Dec-12,86,Pakistan,Chennai,India
13,Ravichandran ashwin,31*,0,34,1,0,30-Dec-12,86,Pakistan,Chennai,India
1,Rohit Sharma,83,-,-,0,0,23-Jan-13,87,England,Mohali,India
4,Virat Kohli,26,-,-,0,0,23-Jan-13,87,England,Mohali,India
7,Ravindra Jadeja,21*,3,39,1,0,23-Jan-13,87,England,Mohali,India
12,Mohammed Shami,DNB,0,58,0,0,23-Jan-13,87,England,Mohali,India
13,Ravichandran ashwin,DNB,2,63,0,0,23-Jan-13,87,England,Mohali,India
1,Rohit Sharma,4,-,-,0,0,27-Jan-13,88,England,Dharamsala,India
4,Virat Kohli,0,-,-,0,0,27-Jan-13,88,England,Dharamsala,India
7,Ravindra Jadeja,39,1,26,1,0,27-Jan-13,88,England,Dharamsala,India
12,Mohammed Shami,1,1,46,0,0,27-Jan-13,88,England,Dharamsala,India
13,Ravichandran ashwin,19,0,50,0,0,27-Jan-13,88,England,Dharamsala,India
1,Rohit Sharma,65,-,-,0,0,06-Jun-13,89,Sount_Africa,Cardiff,England
4,Virat Kohli,31,-,-,0,0,06-Jun-13,89,Sount_Africa,Cardiff,England
7,Ravindra Jadeja,47*,2,31,1,0,06-Jun-13,89,Sount_Africa,Cardiff,England
13,Ravichandran ashwin,10,0,47,0,0,06-Jun-13,89,Sount_Africa,Cardiff,England
1,Rohit Sharma,52,-,-,0,0,11-Jun-13,90,West_Indies,The Oval,England
4,Virat Kohli,22,0,26,0,0,11-Jun-13,90,West_Indies,The Oval,England
7,Ravindra Jadeja,DNB,5,36,1,0,11-Jun-13,90,West_Indies,The Oval,England
13,Ravichandran ashwin,DNB,1,36,1,0,11-Jun-13,90,West_Indies,The Oval,England
1,Rohit Sharma,18,-,-,1,0,15-Jun-13,91,Pakistan,Birmingham,United Kingdom
4,Virat Kohli,22*,0,11,1,0,15-Jun-13,91,Pakistan,Birmingham,United Kingdom
7,Ravindra Jadeja,DNB,2,30,0,0,15-Jun-13,91,Pakistan,Birmingham,United Kingdom
13,Ravichandran ashwin,DNB,2,35,0,0,15-Jun-13,91,Pakistan,Birmingham,United Kingdom
1,Rohit Sharma,33,-,-,0,0,20-Jun-13,92,Sri_Lanka,Cardiff,England
4,Virat Kohli,58*,-,-,0,0,20-Jun-13,92,Sri_Lanka,Cardiff,England
7,Ravindra Jadeja,DNB,1,33,0,0,20-Jun-13,92,Sri_Lanka,Cardiff,England
13,Ravichandran ashwin,DNB,3,48,0,0,20-Jun-13,92,Sri_Lanka,Cardiff,England
1,Rohit Sharma,9,-,-,0,0,23-Jun-13,93,England,Birmingham,United Kingdom
4,Virat Kohli,43,-,-,0,0,23-Jun-13,93,England,Birmingham,United Kingdom
7,Ravindra Jadeja,33*,2,24,0,0,23-Jun-13,93,England,Birmingham,United Kingdom
13,Ravichandran ashwin,1,2,15,3,0,23-Jun-13,93,England,Birmingham,United Kingdom
1,Rohit Sharma,60,-,-,0,0,30-Jun-13,94,West_Indies,Kingston,Jamaica
4,Virat Kohli,11,-,-,0,0,30-Jun-13,94,West_Indies,Kingston,Jamaica
7,Ravindra Jadeja,15,0,50,0,0,30-Jun-13,94,West_Indies,Kingston,Jamaica
13,Ravichandran ashwin,5*,2,44,1,0,30-Jun-13,94,West_Indies,Kingston,Jamaica
1,Rohit Sharma,5,-,-,0,0,02-Jul-13,95,Sri_Lanka,Kingston,Jamaica
4,Virat Kohli,2,0,9,0,0,02-Jul-13,95,Sri_Lanka,Kingston,Jamaica
7,Ravindra Jadeja,49*,0,55,0,0,02-Jul-13,95,Sri_Lanka,Kingston,Jamaica
12,Mohammed Shami,0,0,68,0,0,02-Jul-13,95,Sri_Lanka,Kingston,Jamaica
13,Ravichandran ashwin,4,1,67,0,0,02-Jul-13,95,Sri_Lanka,Kingston,Jamaica
1,Rohit Sharma,46,-,-,0,0,05-Jul-13,96,West_Indies,Port of Spain,Trinidad and Tobago
4,Virat Kohli,102,-,-,0,0,05-Jul-13,96,West_Indies,Port of Spain,Trinidad and Tobago
7,Ravindra Jadeja,2,2,44,0,0,05-Jul-13,96,West_Indies,Port of Spain,Trinidad and Tobago
13,Ravichandran ashwin,25*,0,25,2,0,05-Jul-13,96,West_Indies,Port of Spain,Trinidad and Tobago
1,Rohit Sharma,48*,-,-,0,0,09-Jul-13,97,Sri_Lanka,Port of Spain,Trinidad and Tobago
4,Virat Kohli,31,-,-,1,0,09-Jul-13,97,Sri_Lanka,Port of Spain,Trinidad and Tobago
7,Ravindra Jadeja,DNB,2,17,1,0,09-Jul-13,97,Sri_Lanka,Port of Spain,Trinidad and Tobago
13,Ravichandran ashwin,DNB,1,20,0,0,09-Jul-13,97,Sri_Lanka,Port of Spain,Trinidad and Tobago
1,Rohit Sharma,58,-,-,0,0,11-Jul-13,98,Sri_Lanka,Port of Spain,Trinidad and Tobago
4,Virat Kohli,2,0,17,0,0,11-Jul-13,98,Sri_Lanka,Port of Spain,Trinidad and Tobago
7,Ravindra Jadeja,5,4,23,0,0,11-Jul-13,98,Sri_Lanka,Port of Spain,Trinidad and Tobago
13,Ravichandran ashwin,0,2,42,2,0,11-Jul-13,98,Sri_Lanka,Port of Spain,Trinidad and Tobago
1,Rohit Sharma,20,-,-,0,0,24-Jul-13,99,Zimbabwe,Harare,Zimbabwe
4,Virat Kohli,115,-,-,0,0,24-Jul-13,99,Zimbabwe,Harare,Zimbabwe
7,Ravindra Jadeja,DNB,0,33,0,0,24-Jul-13,99,Zimbabwe,Harare,Zimbabwe
12,Mohammed Shami,DNB,1,45,0,0,24-Jul-13,99,Zimbabwe,Harare,Zimbabwe
1,Rohit Sharma,1,-,-,0,0,26-Jul-13,100,Zimbabwe,Harare,Zimbabwe
4,Virat Kohli,14,-,-,0,0,26-Jul-13,100,Zimbabwe,Harare,Zimbabwe
7,Ravindra Jadeja,15,1,30,0,0,26-Jul-13,100,Zimbabwe,Harare,Zimbabwe
12,Mohammed Shami,6*,1,52,1,0,26-Jul-13,100,Zimbabwe,Harare,Zimbabwe
1,Rohit Sharma,14,-,-,0,0,28-Jul-13,101,Zimbabwe,Harare,Zimbabwe
4,Virat Kohli,68*,0,7,0,0,28-Jul-13,101,Zimbabwe,Harare,Zimbabwe
7,Ravindra Jadeja,DNB,1,39,0,0,28-Jul-13,101,Zimbabwe,Harare,Zimbabwe
12,Mohammed Shami,DNB,2,25,1,0,28-Jul-13,101,Zimbabwe,Harare,Zimbabwe
1,Rohit Sharma,64*,-,-,1,0,01-Aug-13,102,Zimbabwe,Bulawayo,Zimbabwe
4,Virat Kohli,DNB,-,-,1,0,01-Aug-13,102,Zimbabwe,Bulawayo,Zimbabwe
7,Ravindra Jadeja,DNB,2,28,1,0,01-Aug-13,102,Zimbabwe,Bulawayo,Zimbabwe
12,Mohammed Shami,DNB,1,34,0,0,01-Aug-13,102,Zimbabwe,Bulawayo,Zimbabwe
1,Rohit Sharma,42,-,-,1,0,13-Oct-13,103,Australia,Pune,India
4,Virat Kohli,61,0,12,1,0,13-Oct-13,103,Australia,Pune,India
7,Ravindra Jadeja,11,1,35,1,0,13-Oct-13,103,Australia,Pune,India
13,Ravichandran ashwin,5,2,55,0,0,13-Oct-13,103,Australia,Pune,India
1,Rohit Sharma,141*,-,-,0,0,16-Oct-13,104,Australia,Jaipur,India
4,Virat Kohli,100*,-,-,0,0,16-Oct-13,104,Australia,Jaipur,India
7,Ravindra Jadeja,DNB,0,72,0,0,16-Oct-13,104,Australia,Jaipur,India
13,Ravichandran ashwin,DNB,1,50,0,0,16-Oct-13,104,Australia,Jaipur,India
1,Rohit Sharma,11,-,-,0,0,19-Oct-13,105,Australia,Mohali,India
4,Virat Kohli,68,0,18,0,0,19-Oct-13,105,Australia,Mohali,India
7,Ravindra Jadeja,2,1,31,1,0,19-Oct-13,105,Australia,Mohali,India
13,Ravichandran ashwin,28,0,58,0,0,19-Oct-13,105,Australia,Mohali,India
1,Rohit Sharma,9*,-,-,1,0,23-Oct-13,106,Australia,Ranchi,India
4,Virat Kohli,DNB,-,-,0,0,23-Oct-13,106,Australia,Ranchi,India
7,Ravindra Jadeja,DNB,1,56,0,0,23-Oct-13,106,Australia,Ranchi,India
12,Mohammed Shami,DNB,3,42,0,0,23-Oct-13,106,Australia,Ranchi,India
13,Ravichandran ashwin,DNB,2,57,0,0,23-Oct-13,106,Australia,Ranchi,India
1,Rohit Sharma,79,-,-,0,0,30-Oct-13,107,Australia,Nagpur,India
4,Virat Kohli,115*,0,15,2,0,30-Oct-13,107,Australia,Nagpur,India
7,Ravindra Jadeja,DNB,2,68,0,0,30-Oct-13,107,Australia,Nagpur,India
12,Mohammed Shami,DNB,1,66,0,0,30-Oct-13,107,Australia,Nagpur,India
13,Ravichandran ashwin,DNB,2,64,0,0,30-Oct-13,107,Australia,Nagpur,India
1,Rohit Sharma,209,-,-,0,0,02-Nov-13,108,Australia,Bengaluru,India
4,Virat Kohli,0,-,-,1,0,02-Nov-13,108,Australia,Bengaluru,India
7,Ravindra Jadeja,0*,3,73,1,0,02-Nov-13,108,Australia,Bengaluru,India
12,Mohammed Shami,DNB,3,52,1,0,02-Nov-13,108,Australia,Bengaluru,India
13,Ravichandran ashwin,DNB,2,51,0,0,02-Nov-13,108,Australia,Bengaluru,India
